CustomerID,Churn,Country,State,Retired,HasPartner,HasDependents,Education,Gender,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod,TypeOfService,ServiceDetails
Cust4827,No,India,Maharashtra,0,1,2,Highschool or below,Male,271.5,41030,11952.25,39593,No,Two year,Bank transfer (automatic),DeviceProtection,Yes
Cust3453,No,India,Maharashtra,0,2,2,Masters,Female,344.75,41030,10193.5,40013,Yes,One year,Credit card (automatic),HasPhoneService,1
Cust5081,No,India,Maharashtra,0,1,2,Graduation,Female,98,41030,467.25,40793,No,Month-to-month,Mailed check,InternetServiceCategory,No
Cust3192,No,India,Maharashtra,0,2,2,Highschool or below,Female,101.25,41030,2691,40103,Yes,Two year,Bank transfer (automatic),StreamingTelevision,No internet service
Cust3108,No,India,Maharashtra,0,2,2,Masters,Female,272.75,41030,11181,39713,Yes,One year,Bank transfer (automatic),InternetServiceCategory,DSL
Cust4294,No,India,Maharashtra,1,1,1,Masters,Male,469.75,41030,14307.25,39953,Yes,Month-to-month,Mailed check,MultipleLines,No
Cust1604,Yes,India,Maharashtra,1,1,2,Graduation,Male,374.75,41030,1543.5,40793,No,Month-to-month,Electronic check,TechnicalSupport,No
Cust3263,No,India,Maharashtra,0,2,2,Graduation,Female,96.25,41030,3399,39833,Yes,One year,Bank transfer (automatic),HasPhoneService,1
Cust6495,No,India,Maharashtra,1,1,2,ProfessionalQalification,Female,471,41030,29477.25,39083,Yes,Month-to-month,Credit card (automatic),OnlineSecurity,Yes
Cust6398,No,India,Maharashtra,0,1,1,Graduation,Female,568.25,41030,40834,38783,No,Two year,Credit card (automatic),MultipleLines,Yes
Cust2411,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,273.75,41030,17126.75,39053,No,One year,Credit card (automatic),InternetServiceCategory,DSL
Cust5188,No,India,Maharashtra,0,1,2,Highschool or below,Male,504.5,41030,33665.75,38903,Yes,One year,Credit card (automatic),MultipleLines,No
Cust1852,No,India,Maharashtra,0,1,1,Graduation,Male,454,41030,7211,40433,Yes,Month-to-month,Bank transfer (automatic),HasPhoneService,1
Cust5226,No,India,Maharashtra,0,2,2,Graduation,Female,126.25,41030,126.25,40883,No,Month-to-month,Bank transfer (automatic),InternetServiceCategory,DSL
Cust2782,No,India,Maharashtra,1,1,1,ProfessionalQalification,Male,324,41030,23661.75,38753,Yes,Two year,Bank transfer (automatic),StreamingTelevision,Yes
Cust4519,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,103.5,41030,418.75,40793,Yes,Month-to-month,Credit card (automatic),OnlineSecurity,No internet service
Cust3124,No,India,Maharashtra,0,2,2,Highschool or below,Male,541,41030,11018.5,40313,Yes,Month-to-month,Bank transfer (automatic),StreamingTelevision,Yes
Cust4271,Yes,India,Maharashtra,0,1,2,Graduation,Female,170,41030,4265,40163,Yes,Month-to-month,Bank transfer (automatic),OnlineBackup,No
Cust2822,No,India,Maharashtra,0,2,1,Highschool or below,Female,125.5,41030,5350.75,39623,Yes,Two year,Electronic check,DeviceProtection,No internet service
Cust4754,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,351.5,41030,1102,40823,Yes,Month-to-month,Mailed check,TechnicalSupport,No
Cust6196,No,India,Maharashtra,0,1,1,Masters,Female,179,41030,8910,39443,Yes,One year,Credit card (automatic),OnlineBackup,No
Cust3103,No,India,Maharashtra,0,2,2,Masters,Male,395.25,41030,27762.5,38783,Yes,One year,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust5275,No,India,Maharashtra,0,1,1,Masters,Male,122.25,41030,8591,38843,No,Two year,Bank transfer (automatic),DeviceProtection,No internet service
Cust4528,No,India,Maharashtra,0,1,2,ProfessionalQalification,Female,378.5,41030,19381,39413,No,One year,Bank transfer (automatic),DeviceProtection,Yes
Cust5009,No,India,Maharashtra,1,2,2,Graduation,Male,424.25,41030,18228,39623,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust2517,No,India,Maharashtra,0,1,1,Highschool or below,Male,399.75,41030,21810.25,39293,Yes,Two year,Bank transfer (automatic),MultipleLines,No
Cust6144,Yes,India,Maharashtra,1,1,2,Other,Female,496,41030,20311,39713,Yes,One year,Credit card (automatic),DeviceProtection,No
Cust6075,No,India,Maharashtra,0,1,1,Graduation,Male,246,41030,2855.75,40553,Yes,Month-to-month,Electronic check,StreamingTelevision,No
Cust6353,No,India,Maharashtra,0,1,1,Masters,Female,393,41030,9233.25,40193,No,Two year,Credit card (automatic),HasPhoneService,1
Cust1538,No,India,Maharashtra,0,2,2,Graduation,Male,405,41030,20428.75,39383,No,Month-to-month,Bank transfer (automatic),OnlineBackup,Yes
Cust4647,Yes,India,Maharashtra,0,1,2,ProfessionalQalification,Male,501.75,41030,27880.5,39173,Yes,Two year,Credit card (automatic),TechnicalSupport,Yes
Cust5827,No,India,Maharashtra,0,2,2,Masters,Male,102.25,41030,102.25,40883,No,Month-to-month,Mailed check,InternetServiceCategory,No
Cust5938,No,India,Maharashtra,1,1,2,Graduation,Female,416.25,41030,1540.25,40793,Yes,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust3864,Yes,India,Maharashtra,1,2,2,ProfessionalQalification,Male,506.25,41030,12200.75,40193,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust3223,No,India,Maharashtra,0,1,2,Masters,Male,339.75,41030,23320.75,38813,No,Two year,Mailed check,TechnicalSupport,Yes
Cust5949,Yes,India,Maharashtra,1,1,2,Masters,Male,515,41030,22071.5,39623,Yes,Month-to-month,Electronic check,StreamingMovies,Yes
Cust5923,Yes,India,Maharashtra,0,1,1,Masters,Male,452,41030,10893,40163,Yes,One year,Electronic check,MultipleLines,No
Cust5174,No,India,Maharashtra,0,1,2,Masters,Female,132.25,41030,9572.5,38753,No,Two year,Credit card (automatic),TechnicalSupport,No internet service
Cust2087,No,India,Maharashtra,0,1,1,Masters,Female,248.5,41030,14807,39083,Yes,One year,Bank transfer (automatic),StreamingMovies,No
Cust3535,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,490.25,41030,3565,40703,Yes,Month-to-month,Bank transfer (automatic),DeviceProtection,Yes
Cust1975,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,351.75,41030,351.75,40883,Yes,Month-to-month,Electronic check,StreamingMovies,No
Cust3762,No,India,Maharashtra,0,1,1,Masters,Female,375,41030,21069.5,39263,Yes,One year,Credit card (automatic),HasPhoneService,1
Cust3252,Yes,India,Maharashtra,0,1,2,Graduation,Male,205.25,41030,12263.5,39143,Yes,Month-to-month,Bank transfer (automatic),DeviceProtection,No
Cust1344,Yes,India,Maharashtra,0,2,2,Masters,Female,446.25,41030,9539.25,40253,No,Month-to-month,Electronic check,TechnicalSupport,No
Cust2996,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,433,41030,31752.5,38753,No,Two year,Bank transfer (automatic),TechnicalSupport,Yes
Cust6307,No,India,Maharashtra,0,1,2,Graduation,Female,124.75,41030,8591.75,38843,Yes,Two year,Credit card (automatic),OnlineSecurity,No internet service
Cust5265,No,India,Maharashtra,0,2,2,Highschool or below,Female,146.25,41030,1134.75,40673,Yes,Month-to-month,Mailed check,StreamingTelevision,No
Cust3801,No,India,Maharashtra,1,2,2,ProfessionalQalification,Female,435.5,41030,3568,40673,Yes,Month-to-month,Electronic check,MultipleLines,No
Cust2465,No,India,Maharashtra,0,2,2,Masters,Male,179,41030,6584.5,39803,No,Two year,Credit card (automatic),StreamingTelevision,Yes
Cust5782,No,India,Maharashtra,1,1,2,ProfessionalQalification,Male,96.75,41030,4236.25,39593,Yes,Two year,Credit card (automatic),InternetServiceCategory,No
Cust2479,No,India,Maharashtra,0,2,2,Masters,Female,421.25,41030,19238,39533,No,Month-to-month,Mailed check,OnlineSecurity,Yes
Cust3637,No,India,Maharashtra,0,1,2,Masters,Female,530.75,41030,32056.25,39113,Yes,Month-to-month,Electronic check,MultipleLines,Yes
Cust2003,No,India,Maharashtra,0,1,1,Highschool or below,Male,98,41030,625,40673,No,Two year,Credit card (automatic),InternetServiceCategory,No
Cust6403,No,India,Maharashtra,0,2,2,Graduation,Female,273.75,41030,7034.5,40133,Yes,Month-to-month,Credit card (automatic),TechnicalSupport,No
Cust4014,No,India,Maharashtra,0,1,1,Highschool or below,Male,131.5,41030,8444.5,38903,No,Two year,Mailed check,HasPhoneService,1
Cust1531,Yes,India,Maharashtra,1,1,2,Highschool or below,Male,529.5,41030,1673.25,40823,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust2492,No,India,Maharashtra,0,2,1,Graduation,Male,352.25,41030,352.25,40883,Yes,Month-to-month,Bank transfer (automatic),TechnicalSupport,Yes
Cust4407,Yes,India,Maharashtra,0,2,2,Graduation,Female,494.5,41030,5604.75,40553,Yes,Month-to-month,Bank transfer (automatic),InternetServiceCategory,Fiber optic
Cust1926,Yes,India,Maharashtra,0,2,2,Graduation,Female,394.75,41030,4636.75,40553,Yes,Month-to-month,Electronic check,OnlineSecurity,Yes
Cust5705,No,India,Maharashtra,0,1,1,Highschool or below,Female,119.25,41030,3128.25,40223,No,Two year,Mailed check,OnlineBackup,No internet service
Cust4632,No,India,Maharashtra,0,2,2,Masters,Female,348.25,41030,4607,40493,Yes,Month-to-month,Electronic check,MultipleLines,No
Cust2535,No,India,Maharashtra,0,1,2,ProfessionalQalification,Female,99.25,41030,6898,38783,No,Two year,Credit card (automatic),OnlineSecurity,No internet service
Cust2224,No,India,Maharashtra,0,1,1,Highschool or below,Female,300,41030,16369.75,39293,No,Two year,Bank transfer (automatic),StreamingTelevision,No
Cust2634,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,394.5,41030,1498.75,40793,Yes,Month-to-month,Mailed check,DeviceProtection,No
Cust1917,No,India,Maharashtra,0,1,1,Graduation,Male,98.5,41030,6379.25,39023,No,Two year,Mailed check,StreamingTelevision,No internet service
Cust6261,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,475,41030,21844.25,39563,Yes,One year,Credit card (automatic),OnlineSecurity,No
Cust1654,No,India,Maharashtra,0,1,1,Highschool or below,Female,370.5,41030,26111.5,38813,No,One year,Credit card (automatic),TechnicalSupport,Yes
Cust5471,No,India,Maharashtra,0,2,1,Graduation,Male,126.75,41030,3616.5,40013,No,One year,Bank transfer (automatic),DeviceProtection,No internet service
Cust2160,No,India,Maharashtra,0,2,2,Highschool or below,Male,124,41030,8004.75,38963,No,One year,Credit card (automatic),OnlineBackup,No internet service
Cust4102,No,India,Maharashtra,0,2,2,Highschool or below,Female,500.75,41030,7075,40463,Yes,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust4376,Yes,India,Maharashtra,1,1,2,Highschool or below,Female,371.75,41030,1674,40763,Yes,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust4650,No,India,Maharashtra,0,1,2,ProfessionalQalification,Female,400.5,41030,23466,39143,Yes,One year,Electronic check,OnlineBackup,Yes
Cust1515,Yes,India,Maharashtra,0,2,2,Masters,Female,371.5,41030,9319,40163,No,One year,Mailed check,OnlineSecurity,Yes
Cust2255,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,97,41030,467,40793,No,Month-to-month,Mailed check,OnlineBackup,No internet service
Cust2558,Yes,India,Maharashtra,0,2,2,Graduation,Male,346.75,41030,346.75,40883,Yes,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust4629,Yes,India,Maharashtra,0,1,2,Highschool or below,Male,472,41030,28051.25,39113,Yes,One year,Electronic check,StreamingTelevision,Yes
Cust5629,No,India,Maharashtra,0,1,2,Highschool or below,Male,281.25,41030,6461,40253,Yes,One year,Credit card (automatic),OnlineSecurity,Yes
Cust2006,No,India,Maharashtra,0,2,2,Graduation,Male,415.75,41030,14242.25,39863,No,Month-to-month,Electronic check,StreamingMovies,No
Cust1565,No,India,Maharashtra,0,1,2,Highschool or below,Female,528.75,41030,21142.75,39713,No,One year,Bank transfer (automatic),DeviceProtection,Yes
Cust2771,Yes,India,Maharashtra,0,1,1,Highschool or below,Female,418,41030,2021,40763,Yes,Month-to-month,Electronic check,StreamingTelevision,No
Cust3872,No,India,Maharashtra,0,1,1,Graduation,Female,98.5,41030,1507.75,40433,No,Two year,Mailed check,TechnicalSupport,No internet service
Cust5573,Yes,India,Maharashtra,0,1,2,Highschool or below,Female,347,41030,347,40883,Yes,Month-to-month,Mailed check,StreamingTelevision,No
Cust1856,No,India,Maharashtra,0,2,2,Graduation,Female,102,41030,102,40883,No,Month-to-month,Mailed check,HasPhoneService,1
Cust2934,No,India,Maharashtra,0,1,1,Masters,Male,456.75,41030,28823.5,39023,Yes,One year,Electronic check,TechnicalSupport,No
Cust3773,No,India,Maharashtra,0,2,2,Masters,Male,125.25,41030,4263.5,39893,Yes,Month-to-month,Bank transfer (automatic),OnlineBackup,No
Cust5449,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,518.5,41030,25181.5,39443,Yes,Month-to-month,Bank transfer (automatic),InternetServiceCategory,Fiber optic
Cust1833,No,India,Maharashtra,0,2,2,Graduation,Female,291,41030,2346.25,40673,No,One year,Bank transfer (automatic),MultipleLines,No
Cust3974,No,India,Maharashtra,1,1,2,Highschool or below,Male,355,41030,25060.5,38783,Yes,One year,Bank transfer (automatic),OnlineSecurity,Yes
Cust3624,Yes,India,Maharashtra,0,2,2,Graduation,Female,377.25,41030,2403.75,40703,No,Month-to-month,Mailed check,OnlineBackup,No
Cust3270,No,India,Maharashtra,0,1,1,Masters,Female,326,41030,17560.75,39233,No,One year,Bank transfer (automatic),DeviceProtection,No
Cust3423,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,472,41030,24574.5,39413,Yes,Month-to-month,Credit card (automatic),MultipleLines,Yes
Cust3391,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,102.75,41030,3272.75,39953,No,One year,Bank transfer (automatic),MultipleLines,No
Cust2143,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,190.5,41030,4852,40163,Yes,One year,Credit card (automatic),DeviceProtection,Yes
Cust5575,Yes,India,Maharashtra,0,1,1,Graduation,Female,459.25,41030,7872.25,40403,No,Month-to-month,Electronic check,OnlineSecurity,Yes
Cust2818,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Female,346.25,41030,2092,40733,Yes,Month-to-month,Mailed check,OnlineSecurity,No
Cust5904,No,India,Maharashtra,0,1,1,Graduation,Male,354,41030,24299.75,38873,No,Two year,Credit card (automatic),TechnicalSupport,Yes
Cust5178,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,127.75,41030,2339.25,40373,No,Month-to-month,Credit card (automatic),StreamingMovies,No
Cust4890,No,India,Maharashtra,0,1,1,Graduation,Female,300,41030,13843.25,39503,Yes,Two year,Credit card (automatic),StreamingMovies,Yes
Cust4757,Yes,India,Maharashtra,0,2,2,Graduation,Male,225.5,41030,225.5,40883,Yes,Month-to-month,Bank transfer (automatic),StreamingMovies,No
Cust5294,No,India,Maharashtra,0,1,2,Graduation,Female,425,41030,27422,38993,Yes,Two year,Credit card (automatic),OnlineBackup,No
Cust3068,No,India,Maharashtra,0,2,2,Graduation,Female,425.75,41030,4895.25,40553,Yes,One year,Credit card (automatic),HasPhoneService,1
Cust5689,No,India,Maharashtra,0,1,2,Highschool or below,Female,528.5,41030,34084.75,38903,Yes,One year,Bank transfer (automatic),OnlineBackup,Yes
Cust5888,Yes,India,Maharashtra,0,1,1,Graduation,Male,447,41030,7697.25,40403,Yes,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust5247,No,India,Maharashtra,0,2,1,Graduation,Female,97.25,41030,4606.5,39443,No,One year,Credit card (automatic),OnlineBackup,No internet service
Cust2351,Yes,India,Maharashtra,1,1,2,Highschool or below,Female,247.75,41030,247.75,40883,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust4486,No,India,Maharashtra,0,1,1,Masters,Male,501,41030,36045,38783,No,Two year,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust3386,Yes,India,Maharashtra,0,1,1,Highschool or below,Female,270.75,41030,11599,39563,Yes,One year,Credit card (automatic),MultipleLines,No
Cust5980,No,India,Maharashtra,0,2,1,Masters,Male,96,41030,96,40883,Yes,Month-to-month,Mailed check,TechnicalSupport,No internet service
Cust3980,No,India,Maharashtra,0,1,1,Masters,Female,578,41030,41102,38753,Yes,Two year,Bank transfer (automatic),StreamingMovies,Yes
Cust5632,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,101.75,41030,1076.25,40583,No,Month-to-month,Mailed check,DeviceProtection,No internet service
Cust1598,No,India,Maharashtra,0,1,1,Highschool or below,Male,96.75,41030,1394.25,40463,No,Two year,Mailed check,HasPhoneService,1
Cust6099,No,India,Maharashtra,0,2,2,Highschool or below,Female,102.75,41030,6717,38903,No,One year,Electronic check,StreamingMovies,No internet service
Cust3987,Yes,India,Maharashtra,0,2,2,Masters,Female,376.75,41030,5129.75,40493,No,Month-to-month,Electronic check,DeviceProtection,Yes
Cust5557,Yes,India,Maharashtra,0,2,2,Graduation,Female,326.25,41030,9971.5,39983,No,Month-to-month,Credit card (automatic),TechnicalSupport,Yes
Cust6469,No,India,Maharashtra,0,1,1,Graduation,Male,101.75,41030,7290.5,38813,No,Two year,Credit card (automatic),StreamingMovies,No internet service
Cust2300,No,India,Maharashtra,0,2,2,Masters,Female,103.75,41030,3502.25,39863,No,One year,Mailed check,MultipleLines,No
Cust5169,No,India,Maharashtra,0,1,1,Highschool or below,Female,277.75,41030,2756.5,40613,Yes,Month-to-month,Mailed check,StreamingMovies,No
Cust4488,No,India,Maharashtra,0,1,1,Masters,Female,101.75,41030,1679.75,40463,No,One year,Credit card (automatic),OnlineSecurity,No internet service
Cust1882,No,India,Maharashtra,0,2,2,Highschool or below,Female,380.5,41030,1288,40823,No,Month-to-month,Electronic check,StreamingTelevision,No
Cust3976,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,554,41030,34204.75,39053,Yes,One year,Electronic check,InternetServiceCategory,Fiber optic
Cust4412,Yes,India,Maharashtra,0,1,2,Highschool or below,Male,459.25,41030,29704.25,38963,Yes,Month-to-month,Bank transfer (automatic),TechnicalSupport,No
Cust3089,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,524,41030,20659.75,39713,No,Month-to-month,Bank transfer (automatic),OnlineSecurity,No
Cust2727,Yes,India,Maharashtra,0,2,2,Graduation,Male,299,41030,3639,40553,Yes,One year,Electronic check,MultipleLines,No
Cust2786,No,India,Maharashtra,0,1,2,Highschool or below,Female,276.5,41030,276.5,40883,Yes,Month-to-month,Mailed check,DeviceProtection,No
Cust5897,No,India,Maharashtra,0,1,2,Graduation,Male,152,41030,8106.75,39293,No,Month-to-month,Electronic check,OnlineSecurity,No
Cust5260,No,India,Maharashtra,0,2,1,Highschool or below,Male,97.75,41030,97.75,40883,No,Month-to-month,Mailed check,OnlineSecurity,No internet service
Cust5964,No,India,Maharashtra,0,1,2,Masters,Male,350.75,41030,22403.5,38993,Yes,One year,Mailed check,MultipleLines,Yes
Cust6348,No,India,Maharashtra,0,2,1,Masters,Male,314.25,41030,17097.5,39323,No,One year,Credit card (automatic),OnlineBackup,Yes
Cust1816,No,India,Maharashtra,0,2,2,Masters,Female,220.25,41030,1010.75,40763,Yes,Month-to-month,Credit card (automatic),DeviceProtection,No
Cust3478,No,India,Maharashtra,0,1,1,Graduation,Female,402,41030,28589.25,38813,Yes,Two year,Bank transfer (automatic),OnlineSecurity,No
